출판사,학년도,학교급명,시도코드,시도명,시도교육청,지역,총판,시도교육청수식,교육첨오코드,교육청명,교육지원청,교육청명가공,교육지원청수식,학교코드,정보공시학교코드,학교명,학교명 수식,학교급,교육과정,교지명,도서코드,교과군,과목명,정가,부수,금액
씨마스,2021,고등학교,3,대구광역시,대구광역시교육청,대구광역시 북구,대본서적,대구광역시교육청,302,대구서부,대구광역시서부교육지원청,서부,대구광역시서부교육지원청,1,S030000243,강북고,강북고등학교,고등일반,2015,교과서,13235,예술(미술),미술 창작,7500,278,2085000
씨마스,2021,고등학교,3,대구광역시,대구광역시교육청,대구광역시 북구,대본서적,대구광역시교육청,302,대구서부,대구광역시서부교육지원청,서부,대구광역시서부교육지원청,1,S030000243,강북고,강북고등학교,고등일반,2015,지도서,13235,예술(미술),미술 창작,45000,1,45000
씨마스,2021,고등학교,3,대구광역시,대구광역시교육청,대구광역시 북구,대본서적,대구광역시교육청,302,대구서부,대구광역시서부교육지원청,서부,대구광역시서부교육지원청,1,S030000243,강북고,강북고등학교,고등일반,2015,교과서,76201,교양,심리학,9700,293,2842100
씨마스,2021,고등학교,1,서울특별시,서울특별시교육청,서울특별시 양천구,강서도서,서울특별시교육청,109,서울강서양천,서울특별시강서양천교육지원청,강서양천,서울특별시강서양천교육지원청,1,S010000372,강서고,강서고등학교,고등일반,2015,교과서,13157,체육,운동과 건강,8000,336,2688000
씨마스,2021,고등학교,1,서울특별시,서울특별시교육청,서울특별시 양천구,강서도서,서울특별시교육청,109,서울강서양천,서울특별시강서양천교육지원청,강서양천,서울특별시강서양천교육지원청,1,S010000372,강서고,강서고등학교,고등일반,2015,교과서,13165,체육,스포츠 생활,8000,313,2504000
씨마스,2021,고등학교,2,부산광역시,부산광역시교육청,부산광역시 강서구,한길도서,부산광역시교육청,205,부산북부,부산광역시북부교육지원청,북부,부산광역시북부교육지원청,1,S020000424,강서고,부산강서고등학교,고등일반,2015,교과서,76201,교양,심리학,9700,238,2308600
씨마스,2021,고등학교,9,강원특별자치도,강원특별자치도교육청,강원특별자치도 춘천시,춘천도서,강원특별자치도교육청,901,춘천,강원특별자치도춘천교육지원청,춘천,강원특별자치도춘천교육지원청,1,S100000364,강원고,강원고등학교,고등일반,2015,교과서,13137,체육,체육,7900,200,1580000
씨마스,2021,고등학교,9,강원특별자치도,강원특별자치도교육청,강원특별자치도 춘천시,춘천도서,강원특별자치도교육청,901,춘천,강원특별자치도춘천교육지원청,춘천,강원특별자치도춘천교육지원청,1,S100000364,강원고,강원고등학교,고등일반,2015,교과서,13157,체육,운동과 건강,8000,196,1568000
씨마스,2021,고등학교,9,강원특별자치도,강원특별자치도교육청,강원특별자치도 춘천시,춘천도서,강원특별자치도교육청,901,춘천,강원특별자치도춘천교육지원청,춘천,강원특별자치도춘천교육지원청,1,S100000364,강원고,강원고등학교,고등일반,2015,교과서,13200,예술(미술),미술,7500,200,1500000
씨마스,2021,고등학교,9,강원특별자치도,강원특별자치도교육청,강원특별자치도 춘천시,춘천도서,강원특별자치도교육청,901,춘천,강원특별자치도춘천교육지원청,춘천,강원특별자치도춘천교육지원청,1,S100000364,강원고,강원고등학교,고등일반,2015,교과서,13599,교양,진로와 직업,8200,203,1664600
씨마스,2021,고등학교,9,강원특별자치도,강원특별자치도교육청,강원특별자치도 춘천시,춘천도서,강원특별자치도교육청,901,춘천,강원특별자치도춘천교육지원청,춘천,강원특별자치도춘천교육지원청,2,S000003488,강원대부속,강원대학교사범대학부설고등학교,고등일반,2015,교과서,13157,체육,운동과 건강,8000,236,1888000
씨마스,2021,고등학교,9,강원특별자치도,강원특별자치도교육청,강원특별자치도 춘천시,춘천도서,강원특별자치도교육청,901,춘천,강원특별자치도춘천교육지원청,춘천,강원특별자치도춘천교육지원청,2,S000003488,강원대부속,강원대학교사범대학부설고등학교,고등일반,2015,지도서,13157,체육,운동과 건강,55000,3,165000
씨마스,2021,고등학교,9,강원특별자치도,강원특별자치도교육청,강원특별자치도 춘천시,춘천도서,강원특별자치도교육청,901,춘천,강원특별자치도춘천교육지원청,춘천,강원특별자치도춘천교육지원청,13,S100000514,강원생명과학고,강원생명과학고등학교,고등일반,2015,교과서,13022,수학,실용 수학,7500,87,652500
씨마스,2021,고등학교,9,강원특별자치도,강원특별자치도교육청,강원특별자치도 춘천시,춘천도서,강원특별자치도교육청,901,춘천,강원특별자치도춘천교육지원청,춘천,강원특별자치도춘천교육지원청,13,S100000514,강원생명과학고,강원생명과학고등학교,고등일반,2015,교과서,13137,체육,체육,7900,81,639900
씨마스,2021,고등학교,9,강원특별자치도,강원특별자치도교육청,강원특별자치도 춘천시,춘천도서,강원특별자치도교육청,901,춘천,강원특별자치도춘천교육지원청,춘천,강원특별자치도춘천교육지원청,13,S100000514,강원생명과학고,강원생명과학고등학교,고등일반,2015,교과서,13157,체육,운동과 건강,8000,87,696000
씨마스,2021,고등학교,9,강원특별자치도,강원특별자치도교육청,강원특별자치도 강릉시,동아도서,강원특별자치도교육청,903,강릉,강원특별자치도강릉교육지원청,강릉,강원특별자치도강릉교육지원청,6,S100000368,강원예술고,강원예술고등학교,고등일반,2015,교과서,13137,체육,체육,7900,70,553000
씨마스,2021,고등학교,9,강원특별자치도,강원특별자치도교육청,강원특별자치도 강릉시,동아도서,강원특별자치도교육청,903,강릉,강원특별자치도강릉교육지원청,강릉,강원특별자치도강릉교육지원청,6,S100000368,강원예술고,강원예술고등학교,고등일반,2015,교과서,13235,예술(미술),미술 창작,7500,39,292500
씨마스,2021,중학교,9,강원특별자치도,강원특별자치도교육청,강원특별자치도 춘천시,춘천도서,강원특별자치도교육청,901,춘천,강원특별자치도춘천교육지원청,춘천,강원특별자치도춘천교육지원청,2,S100001798,강원중,강원중학교,중학교,2015,교과서,11611,기술·가정,기술·가정 ①,8300,194,1610200
씨마스,2021,중학교,9,강원특별자치도,강원특별자치도교육청,강원특별자치도 춘천시,춘천도서,강원특별자치도교육청,901,춘천,강원특별자치도춘천교육지원청,춘천,강원특별자치도춘천교육지원청,2,S100001798,강원중,강원중학교,중학교,2015,지도서,11611,기술·가정,기술·가정 ①,50000,2,100000
씨마스,2021,중학교,9,강원특별자치도,강원특별자치도교육청,강원특별자치도 춘천시,춘천도서,강원특별자치도교육청,901,춘천,강원특별자치도춘천교육지원청,춘천,강원특별자치도춘천교육지원청,2,S100001798,강원중,강원중학교,중학교,2015,교과서,11631,기술·가정,기술·가정 ②,8300,200,1660000
씨마스,2021,중학교,9,강원특별자치도,강원특별자치도교육청,강원특별자치도 춘천시,춘천도서,강원특별자치도교육청,901,춘천,강원특별자치도춘천교육지원청,춘천,강원특별자치도춘천교육지원청,2,S100001798,강원중,강원중학교,중학교,2015,지도서,11631,기술·가정,기술·가정 ②,50000,2,100000
씨마스,2021,중학교,9,강원특별자치도,강원특별자치도교육청,강원특별자치도 춘천시,춘천도서,강원특별자치도교육청,901,춘천,강원특별자치도춘천교육지원청,춘천,강원특별자치도춘천교육지원청,2,S100001798,강원중,강원중학교,중학교,2015,교과서,11672,체육,체육 ①/②,12700,194,2463800
씨마스,2021,중학교,9,강원특별자치도,강원특별자치도교육청,강원특별자치도 춘천시,춘천도서,강원특별자치도교육청,901,춘천,강원특별자치도춘천교육지원청,춘천,강원특별자치도춘천교육지원청,2,S100001798,강원중,강원중학교,중학교,2015,지도서,11672,체육,체육 ①/②,94500,4,378000
씨마스,2021,중학교,9,강원특별자치도,강원특별자치도교육청,강원특별자치도 춘천시,춘천도서,강원특별자치도교육청,901,춘천,강원특별자치도춘천교육지원청,춘천,강원특별자치도춘천교육지원청,2,S100001798,강원중,강원중학교,중학교,2015,교과서,11754,미술,미술 ①,6400,194,1241600
씨마스,2021,중학교,9,강원특별자치도,강원특별자치도교육청,강원특별자치도 춘천시,춘천도서,강원특별자치도교육청,901,춘천,강원특별자치도춘천교육지원청,춘천,강원특별자치도춘천교육지원청,2,S100001798,강원중,강원중학교,중학교,2015,지도서,11754,미술,미술 ①,46000,2,92000
씨마스,2021,중학교,9,강원특별자치도,강원특별자치도교육청,강원특별자치도 춘천시,춘천도서,강원특별자치도교육청,901,춘천,강원특별자치도춘천교육지원청,춘천,강원특별자치도춘천교육지원청,2,S100001798,강원중,강원중학교,중학교,2015,교과서,11774,미술,미술 ②,6400,200,1280000
씨마스,2021,중학교,9,강원특별자치도,강원특별자치도교육청,강원특별자치도 춘천시,춘천도서,강원특별자치도교육청,901,춘천,강원특별자치도춘천교육지원청,춘천,강원특별자치도춘천교육지원청,2,S100001798,강원중,강원중학교,중학교,2015,지도서,11774,미술,미술 ②,46000,2,92000
씨마스,2021,고등학교,9,강원특별자치도,강원특별자치도교육청,강원특별자치도 강릉시,동아도서,강원특별자치도교육청,903,강릉,강원특별자치도강릉교육지원청,강릉,강원특별자치도강릉교육지원청,7,S100000371,강일여고,강일여자고등학교,고등일반,2015,교과서,12591,사회(역사/도덕),윤리와 사상,8700,124,1078800
씨마스,2021,고등학교,9,강원특별자치도,강원특별자치도교육청,강원특별자치도 강릉시,동아도서,강원특별자치도교육청,903,강릉,강원특별자치도강릉교육지원청,강릉,강원특별자치도강릉교육지원청,7,S100000371,강일여고,강일여자고등학교,고등일반,2015,교과서,13102,과학,과학사,9800,24,235200
씨마스,2021,고등학교,9,강원특별자치도,강원특별자치도교육청,강원특별자치도 강릉시,동아도서,강원특별자치도교육청,903,강릉,강원특별자치도강릉교육지원청,강릉,강원특별자치도강릉교육지원청,7,S100000371,강일여고,강일여자고등학교,고등일반,2015,교과서,13137,체육,체육,7900,219,1730100
씨마스,2021,고등학교,9,강원특별자치도,강원특별자치도교육청,강원특별자치도 강릉시,동아도서,강원특별자치도교육청,903,강릉,강원특별자치도강릉교육지원청,강릉,강원특별자치도강릉교육지원청,7,S100000371,강일여고,강일여자고등학교,고등일반,2015,교과서,76201,교양,심리학,9700,223,2163100
씨마스,2021,고등학교,13,전라남도,전라남도교육청,전라남도 강진군,해남서점,전라남도교육청,1313,강진,전라남도강진교육지원청,강진,전라남도강진교육지원청,1,S140000162,강진고,강진고등학교,고등일반,2015,교과서,13137,체육,체육,7900,120,948000
